CustomerID,Country,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_AvgScore,TotalOrders,TotalItemsBought,AvgOrderValue,CustomerLifespanDays,Churned,Cluster,Segment
16415,United Kingdom,44,3,719.44,2,3,3,2.6666666666666665,3,527,4.44,632,0,0,Loyal Regulars
14179,United Kingdom,40,2,719.78,2,3,3,2.6666666666666665,2,330,4.36,12,0,0,Loyal Regulars
16023,United Kingdom,46,3,719.81,2,3,3,2.6666666666666665,3,358,7.13,220,0,0,Loyal Regulars
13441,United Kingdom,91,2,720.9,3,2,3,2.6666666666666665,2,520,18.97,340,1,0,Loyal Regulars
13057,United Kingdom,530,3,722.09,5,3,3,3.6666666666666665,3,466,17.61,101,1,2,Hibernating
17561,United Kingdom,19,4,722.34,1,4,3,2.6666666666666665,4,396,3.56,714,0,0,Loyal Regulars
13264,United Kingdom,442,1,722.56,5,1,3,3.0,1,375,19.01,0,1,2,Hibernating
15368,United Kingdom,21,2,722.74,2,3,3,2.6666666666666665,2,406,90.34,373,0,0,Loyal Regulars
17572,United Kingdom,71,10,723.01,3,5,3,3.6666666666666665,10,351,20.08,653,0,0,Loyal Regulars
12745,United Kingdom,486,2,723.85,5,2,3,3.3333333333333335,1,1,201.56,0,1,2,Hibernating
12745,United Kingdom,486,2,723.85,5,2,3,3.3333333333333335,2,467,32.9,88,1,2,Hibernating
14798,United Kingdom,52,8,724.31,2,4,3,3.0,8,601,14.78,596,0,0,Loyal Regulars
13729,United Kingdom,435,3,724.73,5,3,3,3.6666666666666665,3,419,18.58,249,1,2,Hibernating
18187,United Kingdom,631,1,724.89,5,2,3,3.3333333333333335,1,310,15.1,0,1,2,Hibernating
12723,France,3,5,725.07,1,4,3,2.6666666666666665,5,434,10.51,62,0,0,Loyal Regulars
12519,Germany,63,2,726.54,3,2,3,2.6666666666666665,2,395,18.16,413,0,0,Loyal Regulars
17374,United Kingdom,218,3,727.11,4,3,3,3.3333333333333335,3,155,17.31,177,1,0,Loyal Regulars
17547,United Kingdom,375,2,727.85,4,2,3,3.0,2,223,23.48,290,1,2,Hibernating
12786,Netherlands,609,1,728.5,5,2,3,3.3333333333333335,1,324,40.47,0,1,2,Hibernating
18163,United Kingdom,584,1,728.84,5,2,3,3.3333333333333335,1,452,22.09,0,1,2,Hibernating
12925,United Kingdom,4,3,729.33,1,3,3,2.3333333333333335,3,649,14.59,588,0,0,Loyal Regulars
13452,United Kingdom,259,3,729.8,4,3,3,3.3333333333333335,3,6,243.27,213,1,2,Hibernating
17834,United Kingdom,414,2,730.47,5,2,3,3.3333333333333335,2,687,12.38,31,1,2,Hibernating
13921,United Kingdom,402,4,730.7,4,3,3,3.3333333333333335,4,210,16.61,319,1,2,Hibernating
14778,United Kingdom,127,2,730.86,3,2,3,2.6666666666666665,2,306,20.88,181,1,0,Loyal Regulars
17999,United Kingdom,37,3,730.9,2,3,3,2.6666666666666665,3,395,4.15,341,0,0,Loyal Regulars
17681,United Kingdom,597,5,731.2,5,4,3,4.0,5,450,52.23,96,1,2,Hibernating
17548,United Kingdom,233,4,731.26,4,3,3,3.3333333333333335,4,494,21.51,163,1,0,Loyal Regulars
17825,United Kingdom,598,4,731.96,5,3,3,3.6666666666666665,4,540,26.14,127,1,2,Hibernating
13575,United Kingdom,23,5,732.07,2,4,3,3.0,5,449,15.91,153,0,0,Loyal Regulars
12537,Sweden,408,1,732.94,4,1,3,2.6666666666666665,1,449,17.05,0,1,2,Hibernating
17615,United Kingdom,130,6,733.2,3,4,3,3.3333333333333335,6,386,12.43,355,1,0,Loyal Regulars
17964,United Kingdom,31,2,733.46,2,3,3,2.6666666666666665,2,496,5.28,341,0,0,Loyal Regulars
17756,United Kingdom,375,3,733.7,4,3,3,3.3333333333333335,3,400,8.63,19,1,2,Hibernating
15938,United Kingdom,112,9,734.81,3,5,3,3.6666666666666665,9,449,18.84,444,1,0,Loyal Regulars
13286,United Kingdom,600,1,734.91,5,2,3,3.3333333333333335,1,274,15.0,0,1,2,Hibernating
17430,United Kingdom,32,4,735.17,2,4,3,3.0,4,515,17.5,447,0,0,Loyal Regulars
12527,Germany,81,5,735.51,3,4,3,3.3333333333333335,5,526,22.98,448,0,0,Loyal Regulars
15045,United Kingdom,151,2,735.66,3,2,3,2.6666666666666665,2,114,61.31,106,1,0,Loyal Regulars
13780,United Kingdom,7,3,735.82,1,3,3,2.3333333333333335,3,481,7.36,400,0,0,Loyal Regulars
16075,United Kingdom,502,2,736.93,5,2,3,3.3333333333333335,2,271,17.97,62,1,2,Hibernating
15462,United Kingdom,94,4,737.05,3,3,3,3.0,4,495,17.98,351,1,0,Loyal Regulars
15922,United Kingdom,373,1,739.0,4,1,3,2.6666666666666665,1,276,33.59,0,1,2,Hibernating
12603,Germany,21,1,739.2,2,1,3,2.0,1,63,369.6,0,0,0,Loyal Regulars
13721,United Kingdom,36,2,741.54,2,3,3,2.6666666666666665,2,512,17.66,359,0,0,Loyal Regulars
18275,United Kingdom,578,2,741.85,5,2,3,3.3333333333333335,2,417,39.04,153,1,2,Hibernating
15720,United Kingdom,24,2,741.92,2,3,3,2.6666666666666665,2,329,4.79,526,0,0,Loyal Regulars
12465,Belgium,17,2,742.19,1,3,3,2.3333333333333335,2,479,15.79,152,0,0,Loyal Regulars
17005,United Kingdom,470,2,742.36,5,2,3,3.3333333333333335,2,787,37.12,118,1,2,Hibernating
14302,United Kingdom,430,3,742.9,5,3,3,3.6666666666666665,3,298,26.53,307,1,2,Hibernating
15420,United Kingdom,434,6,743.0,5,4,3,4.0,6,844,13.27,300,1,2,Hibernating
16730,United Kingdom,52,3,743.11,2,3,3,2.6666666666666665,3,994,9.06,267,0,0,Loyal Regulars
17038,United Kingdom,30,2,743.17,2,3,3,2.6666666666666665,2,535,11.8,385,0,0,Loyal Regulars
13713,United Kingdom,408,3,743.26,4,3,3,3.3333333333333335,3,286,9.06,175,1,2,Hibernating
13354,United Kingdom,71,1,743.53,3,1,3,2.3333333333333335,1,604,14.58,0,0,0,Loyal Regulars
12871,United Kingdom,84,3,744.02,3,3,3,3.0,3,484,41.33,355,0,0,Loyal Regulars
13236,United Kingdom,24,2,744.85,2,3,3,2.6666666666666665,2,416,20.69,82,0,0,Loyal Regulars
13950,United Kingdom,11,4,745.06,1,4,3,2.6666666666666665,4,323,21.29,235,0,0,Loyal Regulars
14228,United Kingdom,437,3,745.5,5,3,3,3.6666666666666665,3,260,19.62,109,1,2,Hibernating
18190,United Kingdom,192,5,745.62,4,4,3,3.6666666666666665,5,490,17.75,525,1,0,Loyal Regulars
16465,United Kingdom,420,2,746.24,5,2,3,3.3333333333333335,2,504,15.55,24,1,2,Hibernating
14050,United Kingdom,31,2,746.36,2,3,3,2.6666666666666665,2,689,13.82,75,0,0,Loyal Regulars
14942,United Kingdom,401,4,746.56,4,3,3,3.3333333333333335,4,354,39.29,328,1,2,Hibernating
15656,United Kingdom,45,4,748.5,2,4,3,3.0,4,343,15.93,239,0,0,Loyal Regulars
14048,United Kingdom,305,3,748.69,4,3,3,3.3333333333333335,3,467,5.31,77,1,2,Hibernating
14923,United Kingdom,50,1,749.1,2,1,3,2.0,1,418,17.02,0,0,0,Loyal Regulars
13070,United Kingdom,192,4,751.7,4,3,3,3.3333333333333335,4,372,22.78,540,1,0,Loyal Regulars
13730,United Kingdom,135,2,752.6,3,2,3,2.6666666666666665,2,488,17.5,26,1,0,Loyal Regulars
17579,United Kingdom,4,4,753.28,1,4,3,2.6666666666666665,4,375,8.01,574,0,0,Loyal Regulars
17141,United Kingdom,418,4,754.33,5,3,3,3.6666666666666665,4,436,4.34,266,1,2,Hibernating
18104,United Kingdom,37,1,754.64,2,1,3,2.0,1,362,19.86,0,0,0,Loyal Regulars
16262,United Kingdom,378,1,755.15,4,1,3,2.6666666666666665,1,446,16.42,0,1,2,Hibernating
17461,United Kingdom,22,3,757.46,2,3,3,2.6666666666666665,3,799,6.82,7,0,0,Loyal Regulars
17979,United Kingdom,35,4,757.71,2,4,3,3.0,4,397,5.19,224,0,0,Loyal Regulars
12413,France,66,3,758.1,3,3,3,3.0,3,286,19.95,271,0,0,Loyal Regulars
12413,France,66,3,758.1,3,3,3,3.0,1,33,18.57,0,0,0,Loyal Regulars
15568,United Kingdom,2,3,758.29,1,3,3,2.3333333333333335,3,461,14.31,71,0,0,Loyal Regulars
18246,United Kingdom,23,3,758.82,2,3,3,2.6666666666666665,3,214,151.76,586,0,0,Loyal Regulars
17425,United Kingdom,19,2,759.17,1,3,3,2.3333333333333335,2,407,17.66,41,0,0,Loyal Regulars
14883,United Kingdom,18,6,761.59,1,4,3,2.6666666666666665,6,790,14.37,193,0,0,Loyal Regulars
16892,United Kingdom,1,7,762.1,1,4,3,2.6666666666666665,7,370,5.48,730,0,0,Loyal Regulars
15428,United Kingdom,15,4,762.75,1,4,3,2.6666666666666665,4,347,17.34,707,0,0,Loyal Regulars
16392,United Kingdom,269,3,763.05,4,3,3,3.3333333333333335,3,609,5.12,292,1,2,Hibernating
17466,United Kingdom,10,2,763.28,1,3,3,2.3333333333333335,2,306,18.62,68,0,0,Loyal Regulars
16602,United Kingdom,36,2,763.33,2,3,3,2.6666666666666665,2,429,19.08,352,0,0,Loyal Regulars
13699,United Kingdom,155,2,764.15,3,2,3,2.6666666666666665,2,219,20.65,395,1,0,Loyal Regulars
15908,United Kingdom,490,2,764.57,5,2,3,3.3333333333333335,2,174,18.65,22,1,2,Hibernating
12991,United Kingdom,23,3,764.82,2,3,3,2.6666666666666665,3,483,17.0,366,0,0,Loyal Regulars
13712,United Kingdom,246,2,766.42,4,2,3,3.0,2,1128,23.22,364,1,0,Loyal Regulars
15331,United Kingdom,499,3,767.91,5,3,3,3.6666666666666665,3,701,17.45,110,1,2,Hibernating
12455,Spain,73,4,767.96,3,3,3,3.0,6,2736,28.56,426,0,0,Loyal Regulars
12455,Spain,73,4,767.96,3,3,3,3.0,4,566,16.0,116,0,0,Loyal Regulars
13356,United Kingdom,80,1,768.24,3,1,3,2.3333333333333335,1,325,18.29,0,0,0,Loyal Regulars
12449,Denmark,410,2,768.6,5,2,3,3.3333333333333335,4,1553,21.29,165,1,2,Hibernating
12449,Denmark,410,2,768.6,5,2,3,3.3333333333333335,2,729,76.86,28,1,2,Hibernating
16978,United Kingdom,77,3,768.88,3,3,3,3.0,3,285,11.48,589,0,0,Loyal Regulars
16480,United Kingdom,75,1,769.29,3,1,3,2.3333333333333335,1,455,14.51,0,0,0,Loyal Regulars
15988,United Kingdom,19,3,770.09,2,3,3,2.6666666666666665,3,486,5.97,637,0,0,Loyal Regulars
14413,United Kingdom,362,4,770.37,4,3,3,3.3333333333333335,4,280,7.78,327,1,2,Hibernating
14998,United Kingdom,170,4,770.73,3,3,3,3.0,4,367,6.07,435,1,0,Loyal Regulars
14104,United Kingdom,154,5,771.58,3,4,3,3.3333333333333335,5,509,5.4,406,1,0,Loyal Regulars
12965,United Kingdom,89,1,771.91,3,1,3,2.3333333333333335,1,283,7.08,0,0,0,Loyal Regulars
14247,United Kingdom,278,5,772.66,4,4,3,3.6666666666666665,5,382,6.6,273,1,2,Hibernating
15075,United Kingdom,77,1,773.03,3,1,3,2.3333333333333335,1,447,28.63,0,0,0,Loyal Regulars
16565,United Kingdom,364,4,773.05,4,3,3,3.3333333333333335,4,211,70.28,191,1,2,Hibernating
14838,United Kingdom,423,2,773.67,5,2,3,3.3333333333333335,2,362,10.9,313,1,2,Hibernating
18058,United Kingdom,9,3,774.06,1,3,3,2.3333333333333335,3,394,48.38,658,0,0,Loyal Regulars
15773,United Kingdom,5,2,774.52,1,3,3,2.3333333333333335,2,410,16.48,404,0,0,Loyal Regulars
17889,United Kingdom,212,7,774.87,4,4,3,3.6666666666666665,7,417,6.35,406,1,0,Loyal Regulars
15414,United Kingdom,9,3,774.9,1,3,3,2.3333333333333335,3,443,19.87,233,0,0,Loyal Regulars
16447,United Kingdom,135,3,775.14,3,3,3,3.0,3,323,10.62,525,1,0,Loyal Regulars
14234,United Kingdom,22,4,775.46,2,4,3,3.0,4,963,4.88,35,0,0,Loyal Regulars
13341,United Kingdom,260,1,775.85,4,1,3,2.6666666666666665,1,301,18.47,0,1,2,Hibernating
13314,United Kingdom,1,3,775.94,1,3,3,2.3333333333333335,3,560,12.52,72,0,0,Loyal Regulars
18112,United Kingdom,12,4,775.96,1,4,3,2.6666666666666665,4,447,12.32,539,0,0,Loyal Regulars
15092,United Kingdom,215,3,776.46,4,3,3,3.3333333333333335,3,230,17.25,247,1,0,Loyal Regulars
14997,United Kingdom,46,4,776.6,2,4,3,3.0,4,1408,20.44,609,0,0,Loyal Regulars
15618,United Kingdom,32,4,776.85,2,4,3,3.0,4,454,17.26,104,0,0,Loyal Regulars
15794,United Kingdom,736,2,777.0,5,2,3,3.3333333333333335,2,288,51.8,1,1,2,Hibernating
15837,United Kingdom,64,2,777.01,3,2,3,2.6666666666666665,2,405,14.94,421,0,0,Loyal Regulars
13745,United Kingdom,162,2,777.36,3,2,3,2.6666666666666665,2,1146,13.88,384,1,0,Loyal Regulars
13563,United Kingdom,84,2,777.53,3,2,3,2.6666666666666665,2,209,15.87,56,0,0,Loyal Regulars
16505,United Kingdom,31,1,777.6,2,1,3,2.0,1,576,194.4,0,0,0,Loyal Regulars
17482,United Kingdom,487,2,778.19,5,2,3,3.3333333333333335,2,241,14.41,91,1,2,Hibernating
14815,United Kingdom,36,2,778.5,2,3,3,2.6666666666666665,2,744,14.69,31,0,0,Loyal Regulars
13781,United Kingdom,250,3,778.83,4,3,3,3.3333333333333335,3,300,13.66,471,1,0,Loyal Regulars
12504,Germany,18,4,779.05,1,4,3,2.6666666666666665,4,458,38.95,578,0,0,Loyal Regulars
12735,France,315,2,779.57,4,2,3,3.0,2,368,18.13,22,1,2,Hibernating
18228,United Kingdom,56,2,779.9,2,2,3,2.3333333333333335,2,238,26.0,23,0,0,Loyal Regulars
17691,United Kingdom,358,4,780.05,4,3,3,3.3333333333333335,4,373,15.0,188,1,2,Hibernating
15246,United Kingdom,238,3,780.4,4,3,3,3.3333333333333335,3,359,15.3,317,1,0,Loyal Regulars
13502,United Kingdom,16,5,780.5,1,4,3,2.6666666666666665,5,490,23.65,532,0,0,Loyal Regulars
15239,United Kingdom,10,2,780.59,1,3,3,2.3333333333333335,2,594,15.93,68,0,0,Loyal Regulars
15679,United Kingdom,24,4,781.28,2,4,3,3.0,4,1170,7.1,158,0,0,Loyal Regulars
13287,United Kingdom,603,3,781.59,5,3,3,3.6666666666666665,3,429,14.75,101,1,2,Hibernating
13453,United Kingdom,165,3,781.69,3,3,3,3.0,3,341,19.54,237,1,0,Loyal Regulars
16836,United Kingdom,39,4,782.37,2,4,3,3.0,4,539,18.63,535,0,0,Loyal Regulars
12761,Netherlands,457,2,782.95,5,2,3,3.3333333333333335,2,281,29.0,7,1,2,Hibernating
17387,United Kingdom,19,2,784.11,1,3,3,2.3333333333333335,2,542,10.05,14,0,0,Loyal Regulars
15743,United Kingdom,16,4,784.46,1,4,3,2.6666666666666665,4,216,8.91,168,0,0,Loyal Regulars
15806,United Kingdom,46,3,784.58,2,3,3,2.6666666666666665,3,602,25.31,230,0,0,Loyal Regulars
15714,United Kingdom,11,5,784.81,1,4,3,2.6666666666666665,5,362,16.02,544,0,0,Loyal Regulars
13541,United Kingdom,427,2,785.25,5,2,3,3.3333333333333335,2,279,78.52,143,1,2,Hibernating
13770,United Kingdom,422,4,785.37,5,3,3,3.6666666666666665,4,468,16.36,308,1,2,Hibernating
16972,United Kingdom,382,2,786.25,4,2,3,3.0,2,190,8.93,74,1,2,Hibernating
16739,United Kingdom,176,2,786.43,3,2,3,2.6666666666666665,2,391,20.7,360,1,0,Loyal Regulars
12628,Germany,4,3,786.46,1,3,3,2.3333333333333335,3,448,19.18,60,0,0,Loyal Regulars
14463,United Kingdom,98,4,786.57,3,3,3,3.0,4,210,98.32,401,1,0,Loyal Regulars
16468,United Kingdom,74,3,787.52,3,3,3,3.0,3,371,17.5,407,0,0,Loyal Regulars
13323,United Kingdom,3,5,787.85,1,4,3,2.6666666666666665,5,175,37.52,81,0,0,Loyal Regulars
14513,United Kingdom,100,6,788.01,3,4,3,3.3333333333333335,6,593,41.47,468,1,0,Loyal Regulars
13212,United Kingdom,19,3,788.08,2,3,3,2.6666666666666665,3,310,5.55,42,0,0,Loyal Regulars
14557,United Kingdom,85,1,788.38,3,1,3,2.3333333333333335,1,510,49.27,0,0,0,Loyal Regulars
15448,United Kingdom,312,2,788.81,4,2,3,3.0,2,487,16.1,362,1,2,Hibernating
13598,United Kingdom,47,5,789.59,2,4,3,3.0,5,401,7.98,604,0,0,Loyal Regulars
16472,United Kingdom,434,2,789.6,5,2,3,3.3333333333333335,2,252,20.25,163,1,2,Hibernating
16759,United Kingdom,7,3,789.79,1,3,3,2.3333333333333335,3,609,18.8,23,0,0,Loyal Regulars
12923,United Kingdom,64,3,789.87,3,3,3,3.0,3,237,12.74,511,0,0,Loyal Regulars
13016,United Kingdom,73,3,789.89,3,3,3,3.0,3,527,16.81,50,0,0,Loyal Regulars
13484,United Kingdom,241,3,790.72,4,3,3,3.3333333333333335,3,224,20.27,398,1,0,Loyal Regulars
14976,United Kingdom,57,7,790.86,2,4,3,3.0,7,234,10.98,269,0,0,Loyal Regulars
16250,United Kingdom,261,3,791.38,4,3,3,3.3333333333333335,3,376,16.15,125,1,2,Hibernating
14022,United Kingdom,225,2,792.15,4,2,3,3.0,2,681,16.85,261,1,0,Loyal Regulars
13296,United Kingdom,137,6,792.51,3,4,3,3.3333333333333335,6,653,14.95,440,1,0,Loyal Regulars
16679,United Kingdom,366,3,793.06,4,3,3,3.3333333333333335,3,276,37.76,181,1,2,Hibernating
18034,United Kingdom,21,3,793.7,2,3,3,2.6666666666666665,3,992,3.53,354,0,0,Loyal Regulars
14690,United Kingdom,44,4,794.33,2,4,3,3.0,4,344,7.57,366,0,0,Loyal Regulars
17212,United Kingdom,253,3,794.41,4,3,3,3.3333333333333335,3,727,27.39,233,1,0,Loyal Regulars
16961,United Kingdom,116,3,794.56,3,3,3,3.0,3,482,15.28,416,1,0,Loyal Regulars
13336,United Kingdom,77,1,795.12,3,1,3,2.3333333333333335,1,559,15.59,0,0,0,Loyal Regulars
16720,United Kingdom,26,3,795.48,2,3,3,2.6666666666666665,3,479,5.03,696,0,0,Loyal Regulars
15872,United Kingdom,14,4,795.68,1,4,3,2.6666666666666665,4,506,3.7,536,0,0,Loyal Regulars
15396,United Kingdom,112,2,796.38,3,2,3,2.6666666666666665,2,278,49.77,471,1,0,Loyal Regulars
16155,United Kingdom,381,5,796.9,4,4,3,3.6666666666666665,5,495,16.6,158,1,2,Hibernating
15637,United Kingdom,52,5,797.59,2,4,3,3.0,5,651,19.45,672,0,0,Loyal Regulars
17281,United Kingdom,374,6,797.85,4,4,3,3.6666666666666665,6,295,132.98,299,1,2,Hibernating
13389,United Kingdom,11,3,797.96,1,3,3,2.3333333333333335,3,429,15.65,221,0,0,Loyal Regulars
15309,United Kingdom,610,4,797.96,5,3,3,3.6666666666666665,4,440,14.78,125,1,2,Hibernating
17801,United Kingdom,451,3,798.33,5,3,3,3.6666666666666665,3,838,9.39,240,1,2,Hibernating
16438,United Kingdom,5,5,798.35,1,4,3,2.6666666666666665,5,463,6.05,77,0,0,Loyal Regulars
16952,United Kingdom,109,5,798.78,3,4,3,3.3333333333333335,5,344,9.08,619,1,0,Loyal Regulars
17255,United Kingdom,40,4,799.13,2,4,3,3.0,4,594,4.21,406,0,0,Loyal Regulars
13041,United Kingdom,450,4,799.13,5,3,3,3.6666666666666665,4,335,22.83,139,1,2,Hibernating
13720,United Kingdom,116,4,799.9,3,3,3,3.0,4,501,18.6,138,1,0,Loyal Regulars
13980,United Kingdom,60,5,799.92,3,4,3,3.3333333333333335,5,477,12.31,596,0,0,Loyal Regulars
17023,United Kingdom,417,3,800.18,5,3,3,3.6666666666666665,3,530,16.33,280,1,2,Hibernating
13415,United Kingdom,472,4,800.67,5,3,3,3.6666666666666665,4,502,7.7,256,1,2,Hibernating
16127,United Kingdom,39,2,801.31,2,3,3,2.6666666666666665,2,391,10.68,687,0,0,Loyal Regulars
16806,United Kingdom,103,4,801.49,3,3,3,3.0,4,378,7.78,136,1,0,Loyal Regulars
18265,United Kingdom,72,2,801.51,3,2,3,2.6666666666666665,2,311,17.42,86,0,0,Loyal Regulars
15831,United Kingdom,58,3,801.76,2,3,3,2.6666666666666665,3,1105,11.79,266,0,0,Loyal Regulars
15921,United Kingdom,172,4,802.11,3,3,3,3.0,4,342,9.66,468,1,0,Loyal Regulars
18248,United Kingdom,122,2,804.02,3,2,3,2.6666666666666665,2,511,17.11,64,1,0,Loyal Regulars
12632,Germany,520,2,804.88,5,2,3,3.3333333333333335,2,694,23.0,44,1,2,Hibernating
12797,Portugal,365,2,806.11,4,2,3,3.0,2,333,18.75,59,1,2,Hibernating
15952,United Kingdom,33,4,806.57,2,4,3,3.0,4,399,8.86,192,0,0,Loyal Regulars
17495,United Kingdom,7,3,806.72,1,3,3,2.3333333333333335,3,367,16.81,383,0,0,Loyal Regulars
15533,United Kingdom,19,3,807.57,2,3,3,2.6666666666666665,3,289,9.73,70,0,0,Loyal Regulars
17817,United Kingdom,4,6,807.85,1,4,3,2.6666666666666665,6,365,5.85,418,0,0,Loyal Regulars
17114,United Kingdom,5,8,808.62,1,5,3,3.0,8,219,6.37,329,0,0,Loyal Regulars
13045,United Kingdom,99,3,808.92,3,3,3,3.0,3,405,17.98,387,1,0,Loyal Regulars
16958,United Kingdom,435,1,809.44,5,1,3,3.0,1,561,10.94,0,1,2,Hibernating
13637,United Kingdom,52,3,810.5,2,3,3,2.6666666666666665,3,409,8.02,174,0,0,Loyal Regulars
16624,United Kingdom,80,2,810.57,3,2,3,2.6666666666666665,2,488,16.89,117,0,0,Loyal Regulars
17251,United Kingdom,362,3,812.43,4,3,3,3.3333333333333335,3,379,10.16,362,1,2,Hibernating
17194,United Kingdom,273,3,812.5,4,3,3,3.3333333333333335,3,420,13.32,257,1,2,Hibernating
18084,United Kingdom,16,3,812.93,1,3,3,2.3333333333333335,3,761,101.62,372,0,0,Loyal Regulars
15644,United Kingdom,166,4,813.0,3,3,3,3.0,4,557,3.42,95,1,0,Loyal Regulars
16621,United Kingdom,51,4,813.48,2,4,3,3.0,4,302,28.05,226,0,0,Loyal Regulars
16658,United Kingdom,368,6,814.07,4,4,3,3.6666666666666665,6,317,11.31,251,1,2,Hibernating
14624,United Kingdom,57,6,814.07,2,4,3,3.0,6,645,15.96,547,0,0,Loyal Regulars
12763,Japan,138,2,814.16,3,2,3,2.6666666666666665,2,512,23.95,231,1,0,Loyal Regulars
13811,Germany,183,3,814.5,3,3,3,3.0,3,68,62.65,56,1,0,Loyal Regulars
14656,United Kingdom,169,5,814.65,3,4,3,3.3333333333333335,5,318,3.79,434,1,0,Loyal Regulars
16460,United Kingdom,28,3,814.72,2,3,3,2.6666666666666665,3,879,6.03,53,0,0,Loyal Regulars
15399,United Kingdom,1,3,815.77,1,3,3,2.3333333333333335,3,611,16.32,78,0,0,Loyal Regulars
13514,United Kingdom,73,4,815.9,3,3,3,3.0,4,288,38.85,609,0,0,Loyal Regulars
14872,United Kingdom,483,3,816.6,5,3,3,3.6666666666666665,3,662,18.99,150,1,2,Hibernating
14890,United Kingdom,253,3,817.25,4,3,3,3.3333333333333335,3,636,14.34,406,1,0,Loyal Regulars
13595,United Kingdom,516,3,818.22,5,3,3,3.6666666666666665,3,353,5.38,130,1,2,Hibernating
13612,United Kingdom,632,1,818.29,5,2,3,3.3333333333333335,1,444,16.37,0,1,2,Hibernating
17683,United Kingdom,385,3,819.01,4,3,3,3.3333333333333335,3,781,17.8,169,1,2,Hibernating
16135,United Kingdom,262,2,819.45,4,2,3,3.0,2,395,21.01,321,1,2,Hibernating
17952,United Kingdom,378,4,819.61,4,3,3,3.3333333333333335,4,504,7.88,163,1,2,Hibernating
15314,United Kingdom,199,3,820.45,4,3,3,3.3333333333333335,3,750,16.41,229,1,0,Loyal Regulars
13893,United Kingdom,297,1,821.1,4,1,3,2.6666666666666665,1,190,39.1,0,1,2,Hibernating
16680,United Kingdom,43,3,821.45,2,3,3,2.6666666666666665,3,377,28.33,491,0,0,Loyal Regulars
16164,United Kingdom,17,3,822.48,1,3,3,2.3333333333333335,3,433,24.19,25,0,0,Loyal Regulars
15847,United Kingdom,38,5,822.57,2,4,3,3.0,5,643,17.14,603,0,0,Loyal Regulars
15137,United Kingdom,520,2,823.4,5,2,3,3.3333333333333335,2,596,24.22,160,1,2,Hibernating
14260,United Kingdom,471,3,824.28,5,3,3,3.6666666666666665,3,544,16.16,77,1,2,Hibernating
13513,United Kingdom,126,3,824.59,3,3,3,3.0,3,364,20.61,529,1,0,Loyal Regulars
17880,United Kingdom,364,3,824.92,4,3,3,3.3333333333333335,3,466,18.33,366,1,2,Hibernating
15006,United Kingdom,51,2,825.14,2,2,3,2.3333333333333335,2,416,3.99,402,0,0,Loyal Regulars
16869,United Kingdom,22,4,825.42,2,4,3,3.0,4,585,6.45,153,0,0,Loyal Regulars
16494,United Kingdom,296,1,826.53,4,1,3,2.6666666666666665,1,675,16.53,0,1,2,Hibernating
12781,Czech Republic,63,2,826.74,3,2,3,2.6666666666666665,2,671,33.07,221,0,0,Loyal Regulars
12461,Switzerland,94,2,826.88,3,2,3,2.6666666666666665,2,287,23.63,60,1,0,Loyal Regulars
12792,Portugal,256,2,827.01,4,2,3,3.0,2,394,17.6,278,1,2,Hibernating
16246,United Kingdom,459,2,827.25,5,2,3,3.3333333333333335,2,338,9.29,210,1,2,Hibernating
15945,United Kingdom,365,4,827.27,4,3,3,3.3333333333333335,4,397,27.58,373,1,2,Hibernating
17045,United Kingdom,113,5,827.68,3,4,3,3.3333333333333335,5,294,15.62,316,1,0,Loyal Regulars
13681,United Kingdom,17,4,827.83,1,4,3,2.6666666666666665,4,360,14.52,138,0,0,Loyal Regulars
15617,United Kingdom,396,3,828.55,4,3,3,3.3333333333333335,3,485,19.73,111,1,2,Hibernating
12953,United Kingdom,9,2,828.81,1,3,3,2.3333333333333335,2,364,17.27,513,0,0,Loyal Regulars
16469,United Kingdom,23,5,828.91,2,4,3,3.0,5,345,4.04,491,0,0,Loyal Regulars
13544,United Kingdom,39,6,829.0,2,4,3,3.0,6,358,3.21,605,0,0,Loyal Regulars
12730,Germany,521,1,829.25,5,1,3,3.0,1,234,17.64,0,1,2,Hibernating
14851,United Kingdom,23,3,829.41,2,3,3,2.6666666666666665,3,631,19.75,607,0,0,Loyal Regulars
17003,United Kingdom,402,4,830.16,4,3,3,3.3333333333333335,4,495,7.41,176,1,2,Hibernating
15759,United Kingdom,218,7,830.93,4,4,3,3.6666666666666665,7,523,48.88,519,1,0,Loyal Regulars
15766,United Kingdom,64,3,831.06,3,3,3,3.0,3,334,31.96,618,0,0,Loyal Regulars
13175,United Kingdom,582,2,831.45,5,2,3,3.3333333333333335,2,423,18.08,153,1,2,Hibernating
12903,United Kingdom,428,1,833.53,5,1,3,3.0,1,493,20.33,0,1,2,Hibernating
16644,United Kingdom,177,2,833.78,3,2,3,2.6666666666666665,2,826,13.45,35,1,0,Loyal Regulars
15190,United Kingdom,434,1,834.44,5,1,3,3.0,1,790,20.86,0,1,2,Hibernating
16737,United Kingdom,53,2,835.2,2,2,3,2.3333333333333335,2,576,417.6,524,0,0,Loyal Regulars
14556,United Kingdom,596,3,835.34,5,3,3,3.6666666666666665,3,331,4.11,92,1,2,Hibernating
13386,United Kingdom,414,2,835.46,5,2,3,3.3333333333333335,2,514,26.95,23,1,2,Hibernating
16747,United Kingdom,37,2,836.06,2,3,3,2.6666666666666665,2,583,19.91,30,0,0,Loyal Regulars
